z,Surv,z1,Repr,Sex,Recr,Rcsz,yr
2.6413650134603532,1,2.798350488027149,1.0,1.0,1.0,2.2954491377389576,1
2.7468208960410974,1,2.934328167056405,0.0,,,,1
2.686317401408481,0,,,,,,1
2.9194659651812165,1,3.006243763012564,1.0,0.0,,,1
2.6623467983595095,0,,,,,,1
2.744995397683505,1,2.9857949836897575,0.0,,,,1
2.7791175025393704,1,3.0611283277155277,0.0,,,,1
2.600920931154866,0,,,,,,1
2.831445015089985,0,,,,,,1
2.888407687931903,1,3.1663760416511835,1.0,1.0,1.0,2.275972773367112,1
2.295930334209053,0,,,,,,1
2.7362203618815095,1,2.920048348241547,1.0,1.0,1.0,2.2753947857422125,1
2.598585503350429,1,2.9168161301098454,0.0,,,,1
2.670484288529193,1,3.018557317592527,0.0,,,,1
2.5683093525485,1,2.7985461165853667,0.0,,,,1
2.6295246864730353,0,,,,,,1
2.360746121024743,0,,,,,,1
2.6998982925017616,0,,,,,,1
2.3480912249250077,0,,,,,,1
2.656264222719102,0,,,,,,1
2.6060328856849866,1,2.8655984970261885,0.0,,,,1
2.5464087201181966,1,2.8414231025397267,1.0,1.0,1.0,2.3079683996478635,1
2.716864401517062,1,2.944460919070708,0.0,,,,1
2.7858842275449316,1,2.8937310039618236,1.0,0.0,,,1
2.622818140733697,1,2.9503868243137177,1.0,0.0,,,1
2.6755585248917897,1,2.7957349037086074,1.0,0.0,,,1
2.8423031272574,1,2.9329049700013434,1.0,0.0,,,1
2.6503500235832322,1,2.7756946903335784,0.0,,,,1
2.731099846378995,1,2.9877334121115795,1.0,0.0,,,1
2.9379225818306014,1,3.1318208374100602,1.0,0.0,,,1
2.6575030668397206,1,2.7651363865379204,1.0,1.0,0.0,,1
2.7118567241599276,0,,,,,,1
2.6764797387672,1,2.8532603958361866,1.0,0.0,,,1
2.5512221448088743,0,,,,,,1
2.8381543140979826,0,,,,,,1
2.4715335868364354,0,,,,,,1
2.706418222026862,0,,,,,,1
2.6546881321507234,0,,,,,,1
2.801124966726028,1,2.988019189819026,1.0,1.0,1.0,2.228198829629843,1
2.6179678925280845,0,,,,,,1
2.6947576398817006,1,2.907000137523083,0.0,,,,1
2.692083167839102,1,3.0220728191672626,0.0,,,,1
2.7565980329331476,1,2.868880423630618,0.0,,,,1
2.6543931742702562,1,3.0642925263282685,1.0,0.0,,,1
2.850517008146791,1,2.9913916704484795,0.0,,,,1
2.692260847231075,0,,,,,,1
2.9438251879818065,0,,,,,,1
2.4831493506969826,0,,,,,,1
2.671141597784863,1,2.92090950864484,1.0,1.0,1.0,2.314389751878248,1
2.2675692297555594,0,,,,,,1
2.4703970568344786,0,,,,,,1
2.8784085790615084,1,3.0126546382784944,1.0,1.0,0.0,,1
2.2452760024896947,0,,,,,,2
1.9816706909367157,0,,,,,,2
2.6420468419066823,0,,,,,,2
1.9552497566319014,0,,,,,,2
2.117444819535049,0,,,,,,2
1.8278304299770933,0,,,,,,2
2.4082439390459056,0,,,,,,2
2.4469279539439257,0,,,,,,2
2.3226149468776187,0,,,,,,2
1.8811487452166216,0,,,,,,2
2.5140997010327664,0,,,,,,2
2.123912213986537,0,,,,,,2
2.2493889487057777,0,,,,,,2
2.1244690239955872,0,,,,,,2
2.145909521584806,1,2.5971957426472665,0.0,,,,2
1.8812628629104347,0,,,,,,2
1.9398134683877102,0,,,,,,2
1.8204060673231348,0,,,,,,2
2.7850166293448155,1,2.999697497074548,0.0,,,,2
2.2992316014562517,0,,,,,,2
2.391156284730538,0,,,,,,2
2.1331112426330865,1,2.6478552650139977,1.0,1.0,1.0,2.130724724670538,2
