z,Surv,z1,Repr,Sex,Recr,Rcsz,yr
2.9356831651728594,0,,,,,,2
3.0235275871118197,1,3.0836378028999896,1.0,0.0,,,2
2.7685047697428398,1,3.028486922854257,1.0,0.0,,,2
2.7344970510769238,0,,,,,,2
2.9539687832115904,1,2.9249185708659056,0.0,,,,2
2.8617853806924805,1,2.8130242200428888,0.0,,,,2
2.8497104035054166,0,,,,,,2
2.936028694790974,1,3.1124441843281687,0.0,,,,2
2.7144660212905,1,3.0378696829437755,1.0,1.0,1.0,2.3203910605980806,2
2.80023247798781,1,3.0468953578825855,1.0,1.0,1.0,2.3208079729925934,2
2.869526703414908,1,3.052318475184253,1.0,0.0,,,2
2.925745277022042,1,3.0457966583546985,1.0,0.0,,,2
2.970834914725553,1,3.108416430282926,0.0,,,,2
2.861167331982947,1,2.9498290604615405,0.0,,,,2
2.988415238761265,1,3.235995568264215,0.0,,,,2
2.9551850155457715,1,3.1745387238049587,0.0,,,,2
2.726076695220998,0,,,,,,2
2.920512369483633,1,2.8905291586194872,1.0,1.0,0.0,,2
2.763456865058958,1,3.039511565226349,0.0,,,,2
2.8248562426724444,0,,,,,,2
3.208277637010248,1,3.0061760987400246,1.0,1.0,1.0,2.606893260145388,2
2.751777449089039,1,2.9594251891288357,1.0,1.0,1.0,2.6332636695087976,2
2.977092435808478,1,3.0326568965212877,1.0,1.0,1.0,2.7597802008560954,2
2.7402027996632334,0,,,,,,2
2.7512290763928626,1,3.0526831460057497,1.0,1.0,1.0,2.400434833971206,2
2.7947386676033603,1,2.968400944726092,1.0,0.0,,,2
2.8412008665812927,1,2.967372545394624,1.0,0.0,,,2
3.0301735528856697,0,,,,,,2
2.9275547433171063,1,3.128862946460851,0.0,,,,2
2.901636323729386,0,,,,,,2
3.002999759791145,1,3.0127248627267615,0.0,,,,2
2.6992779270458382,1,2.8434974883823037,0.0,,,,2
2.7650740852396742,1,3.0518188295562223,1.0,1.0,1.0,2.221892088568093,2
2.8177049238951777,0,,,,,,2
2.759948071912024,1,2.97830317851321,0.0,,,,2
2.9168213582309463,1,3.038498853768135,0.0,,,,2
2.804763800927791,0,,,,,,2
2.8452071566903405,0,,,,,,2
2.8709058135260532,0,,,,,,2
2.87025757446736,1,2.953680351099876,1.0,1.0,1.0,2.7686252292404427,2
2.9787142844278898,1,3.0508101275718382,0.0,,,,2
2.8279128936312565,1,2.9482045181209298,0.0,,,,2
2.7506958954898098,1,2.961062467996652,1.0,0.0,,,2
2.762856511662713,1,2.956596795091478,1.0,1.0,1.0,2.3418116347861906,2
2.864671402759788,0,,,,,,2
2.72534020988816,1,2.911779106060304,1.0,1.0,1.0,2.1518576293029223,2
2.9466327803762,1,3.040327392818166,1.0,0.0,,,2
2.832848010351966,1,3.0987143552873966,0.0,,,,2
2.930314279842789,1,3.087019556550561,0.0,,,,2
2.9114341981722722,1,3.0569850821459172,0.0,,,,2
2.6862087371271675,1,2.89297772784291,0.0,,,,2
2.9510209487667285,1,3.0707348458951382,1.0,1.0,1.0,2.323904942059644,2
2.913657642782569,1,3.0245445269307623,1.0,0.0,,,2
2.6016320459153772,1,2.871669747787412,1.0,0.0,,,2
2.8137460615529943,0,,,,,,2
2.8661634745689293,1,3.034479285005832,0.0,,,,2
2.855135482225053,1,2.9429257435068665,0.0,,,,2
2.2888463865126276,1,2.6794693756072063,0.0,,,,3
2.3809238510528066,0,,,,,,3
2.3376566865398636,1,2.733193060131272,0.0,,,,3
2.625231835469435,1,2.8693877403518497,0.0,,,,3
2.1841540329021827,0,,,,,,3
2.3687156908802387,1,2.7628021465655643,1.0,0.0,,,3
2.277065220768269,0,,,,,,3
2.329822063532723,1,2.769556306475357,0.0,,,,3
2.7623852285148223,1,2.9480015178634122,0.0,,,,3
2.340908104092027,0,,,,,,3
2.3203910605980806,0,,,,,,3
2.3208079729925934,0,,,,,,3
2.606893260145388,1,3.0209252822717905,1.0,1.0,0.0,,3
2.6332636695087976,0,,,,,,3
2.7597802008560954,0,,,,,,3
2.400434833971206,0,,,,,,3
2.221892088568093,1,2.578803716541412,1.0,1.0,1.0,1.9534195378245907,3
2.7686252292404427,0,,,,,,3
2.3418116347861906,0,,,,,,3
2.1518576293029223,0,,,,,,3
2.323904942059644,1,2.6735878292194246,1.0,0.0,,,3
2.7887841489282628,1,2.9548420780824864,1.0,1.0,1.0,2.474673991326714,3
2.614659320003243,1,2.9772006507585376,1.0,1.0,1.0,2.258413816719217,3
2.628827302453138,1,2.9607979895514545,1.0,1.0,1.0,2.228953445933219,3
2.680466963186217,0,,,,,,3
2.585082027047838,0,,,,,,3
2.8194933160263655,0,,,,,,3
2.6808850473119477,0,,,,,,3
2.937547299730478,1,3.083793213909487,1.0,1.0,1.0,2.2936253987925883,3
3.0160322752452147,1,3.0372312621376225,1.0,1.0,1.0,2.5215981312618045,3
2.9204419011187146,1,3.0809250906456938,1.0,0.0,,,3
3.025019941677221,1,3.101654952313831,1.0,1.0,1.0,2.425435970387683,3
2.976415951201608,1,3.055158530499395,1.0,1.0,1.0,2.4354841308229185,3
3.1403122841844713,1,3.2635900846800054,1.0,1.0,1.0,2.602256011686293,3
3.124351029933512,1,3.278376300837893,0.0,,,,3
3.024920646690516,1,3.13187028876855,1.0,0.0,,,3
2.9812960556196275,1,3.0341268399176298,0.0,,,,3
3.040403663449815,1,3.134472322080767,0.0,,,,3
2.965426281562957,1,2.997585558074847,1.0,1.0,1.0,2.513796043048371,3
2.9700613907377553,1,2.9592371790242797,0.0,,,,3
2.957625102500492,1,2.924166799368196,1.0,0.0,,,3
2.952949683347047,1,3.040056245462899,0.0,,,,3
3.120074636481287,1,3.126505767100739,1.0,0.0,,,3
3.0456574625505994,0,,,,,,3
3.0031823766191015,1,3.0255375119540795,0.0,,,,3
2.819863169426243,1,2.94137827126754,1.0,0.0,,,3
3.0526019780380627,1,3.0841697364492626,1.0,1.0,1.0,2.3879713461978356,3
3.029982099825237,1,3.013147332877464,1.0,1.0,1.0,2.430611516045009,3
3.113324456184839,1,3.169295819127418,1.0,1.0,1.0,2.673788598101008,3
2.9776519728079855,1,3.1883045784739945,0.0,,,,3
2.9832374297170556,1,3.0512802771461915,1.0,0.0,,,3
3.1127590052275975,0,,,,,,3
3.1052649412233277,1,3.0045376416198963,0.0,,,,3
3.1263660469255896,1,3.142663170724869,0.0,,,,3
2.8928864905994924,1,3.0342209584279645,1.0,1.0,1.0,2.664032753060316,3
2.9867268052807003,1,3.118598056872806,0.0,,,,3
3.107726520131371,1,3.2202808937666068,1.0,0.0,,,3
3.0395057317694203,1,3.1632357654628924,1.0,1.0,1.0,2.529965619482177,3
3.099687241613253,1,3.217702947090281,0.0,,,,3
3.0228872133222215,1,3.089520885100505,1.0,0.0,,,3
3.092950575710881,1,3.161153876416653,1.0,0.0,,,3
2.8337793113167256,1,2.9366276514736356,1.0,1.0,1.0,2.492351547117618,3
2.9707964751955744,1,3.0287397396390454,1.0,0.0,,,3
3.1403713753447855,0,,,,,,3
2.945274126537699,1,3.111543165124342,1.0,0.0,,,3
2.875510862971259,1,2.995423103362545,0.0,,,,3
3.0690868799826334,1,3.006951874894807,1.0,0.0,,,3
3.166543433734214,1,3.0236463612122755,1.0,0.0,,,3
3.096622403729689,1,3.1885152510564985,1.0,0.0,,,3
2.9633052721946225,1,3.0312872461726417,1.0,0.0,,,3
3.0277857594853548,1,3.053392052729615,0.0,,,,3
2.9228648462501763,1,2.9750976502333875,1.0,0.0,,,3
2.8914495038881127,1,3.050027170755037,1.0,1.0,1.0,2.533552381577965,3
3.1537142394456548,1,3.1568409025419117,1.0,0.0,,,3
3.02425523595388,1,3.0719682980162677,0.0,,,,3
3.015721441690053,1,3.0646263551575017,1.0,0.0,,,3
2.9607848225934505,1,3.0437549878718557,0.0,,,,3
2.699561189049005,0,,,,,,3
2.9996583131741446,1,3.1476652639204206,0.0,,,,3
3.0836378028999896,1,3.139537210498619,1.0,0.0,,,3
3.028486922854257,1,3.194787844289046,0.0,,,,3
2.9249185708659056,1,2.8913520971349893,1.0,0.0,,,3
2.8130242200428888,0,,,,,,3
3.1124441843281687,1,3.085677461136843,1.0,1.0,1.0,2.4959729381963154,3
3.0378696829437755,1,3.1624557218617513,0.0,,,,3
3.0468953578825855,1,3.048842929121546,0.0,,,,3
3.052318475184253,1,3.093504880232249,1.0,1.0,1.0,2.6432969286301344,3
3.0457966583546985,0,,,,,,3
3.108416430282926,0,,,,,,3
2.9498290604615405,1,3.0234278037901907,0.0,,,,3
3.235995568264215,1,3.217245244120815,1.0,0.0,,,3
3.1745387238049587,1,3.1994099901783177,1.0,0.0,,,3
2.8905291586194872,1,3.1688361052700467,1.0,0.0,,,3
3.039511565226349,1,3.1769872075697734,1.0,0.0,,,3
3.0061760987400246,0,,,,,,3
2.9594251891288357,0,,,,,,3
3.0326568965212877,1,3.110960011294126,1.0,0.0,,,3
3.0526831460057497,1,3.1492048918311126,1.0,1.0,1.0,2.419742878587463,3
2.968400944726092,1,3.1026640955960754,0.0,,,,3
2.967372545394624,1,3.0609063274196635,1.0,0.0,,,3
3.128862946460851,1,3.104681642046553,0.0,,,,3
3.0127248627267615,1,3.1212876876882745,1.0,0.0,,,3
2.8434974883823037,1,3.0448669027987423,1.0,0.0,,,3
3.0518188295562223,1,3.0567649745427468,0.0,,,,3
2.97830317851321,0,,,,,,3
3.038498853768135,1,3.0926124918386937,1.0,0.0,,,3
2.953680351099876,1,3.0870336188404957,0.0,,,,3
3.0508101275718382,0,,,,,,3
2.9482045181209298,1,3.0813983571460524,0.0,,,,3
2.961062467996652,1,3.1887822579420293,1.0,1.0,1.0,2.2585624850150174,3
2.956596795091478,1,3.0383990848009503,0.0,,,,3
2.911779106060304,0,,,,,,3
3.040327392818166,1,3.049519018950048,1.0,0.0,,,3
3.0987143552873966,0,,,,,,3
3.087019556550561,1,3.165191321517516,0.0,,,,3
